label,text
spam,"Dear Winner Make $5000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. Text STOP to unsubscribe (but hurry, offer ends soon)!"
ham,"Dear Priya, Here's the invoice for laptop — total comes to $1200. Let me know if you need it in a different format. Talk soon."
spam,"Hi there!!! Invest in Dogecoin today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! Click here now: http://bit.ly/free-cash-now"
spam,"Hello Valued Customer Invest in a new crypto token today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! Offer expires in 24 hours, act fast!"
spam,"You have been selected Buy cheap Xanax online with 80% discount, no prescription needed! Fast, discreet shipping worldwide! Order now! Limited spots available, don't miss out!"
ham,"Hi John, Can you send over your availability for next week? Want to lock in time for the office chairs kickoff. Let me know either way."
ham,"Dear Priya, Can you send over your availability for next week? Want to lock in time for the marketing kickoff."
spam,"Limited Time Offer Lose 15kg in just 2 weeks with this ONE weird trick doctors don't want you to know about! Order your free trial now! Don't delay, click below to proceed!"
spam,"ACT NOW Invest in Ethereum today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! Text STOP to unsubscribe (but hurry, offer ends soon)!"
spam,"Limited Time Offer You've been chosen for a FREE cruise to the Bahamas! Just pay a small processing fee of $99 to reserve your spot now. Don't delay, click below to proceed."
spam,"Hello Valued Customer Your package could not be delivered. Pay a redelivery fee of $2.99 immediately or your parcel will be returned: http://bit.ly/free-cash-now 100% risk free, cancel anytime."
ham,"Hello, Reminder: your dentist appointment is on Friday at 2:30 PM. Call the office if you need to reschedule. Best,"
ham,"Hey, The kids' school project is due on Thursday, can you pick up some poster board on your way home tonight?"
ham,"Hi Team, Happy birthday! Hope you have a wonderful day, let's catch up for coffee sometime next week if you're free. Talk soon."
spam,"GOOD NEWS This is your FINAL WARNING. Your Apple ID subscription has expired. Update your billing information now to avoid account closure. Don't delay, click below to proceed."
ham,"Good morning, Your order of Q3 roadmap has shipped and should arrive by Monday. You can track it using the link in your account. Best,"
spam,"You have been selected Your account will be SUSPENDED unless you verify your password immediately. Click here to confirm your identity: http://claim-your-prize.example.ru/verify 100% risk free, cancel anytime."
ham,"Hey team, Great meeting you at the conference! Would love to grab lunch and talk more about the office chairs project sometime."
spam,"Breaking: Get a pre-approved loan of $25000 with ZERO credit check! Apply now, funds sent within 1 hour, no paperwork required! Offer expires in 24 hours, act fast!"
ham,"Hey team, Could you review the pull request I opened this morning? Nothing urgent, just want your eyes on the office chairs changes."
ham,"Hey team, Just a reminder that our standup is scheduled for Tuesday at 10:00 AM. Please let me know if that time doesn't work for you."
ham,"Dear Priya, Thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Overall looks great!"
ham,"Hi Team, Thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Overall looks great! Best,"
ham,"Hi John, The kids' school project is due on Tuesday, can you pick up some poster board on your way home tonight?"
spam,"Dear Winner Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!! For your security, verify now: http://claim-your-prize.example.ru/verify"
spam,"GOOD NEWS Refinance your mortgage today and SAVE thousands! Rates as low as 0.9% APR, approval guaranteed regardless of credit score."
ham,"Hi Sarah, Following up on our call from earlier — I'll send the updated spreadsheet by end of day tomorrow. Best,"
spam,"Hello Valued Customer Meet gorgeous women near you tonight! Sign up FREE, no strings attached, thousands of members online right now!!! Reply IMMEDIATELY to claim!"
spam,"Hello Valued Customer Buy cheap painkillers online with 80% discount, no prescription needed! Fast, discreet shipping worldwide! Order now! Don't delay, click below to proceed!"
ham,"Good morning, Following up on our call from earlier — I'll send the updated contract by end of day tomorrow. Let me know either way."
ham,"Hi all, Can you send over your availability for next week? Want to lock in time for the office chairs kickoff."
spam,"ATTENTION Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!! Don't delay, click below to proceed!"
spam,"URGENT NOTICE Earn passive income of $5000/month with our proven system. No skills, no experience, just click below to start earning today! Don't delay, click below to proceed."
ham,"Dear Priya, The kids' school project is due on next week, can you pick up some poster board on your way home tonight? Thanks!"
ham,"Hey team, Can we push our budget meeting to Thursday? Something came up on my end and I want to make sure I'm fully prepared."
ham,"Hi Sarah, Can you send over your availability for next week? Want to lock in time for the office chairs kickoff."
ham,"Hi Sarah, Reminder: your dentist appointment is on Monday at 9:00 AM. Call the office if you need to reschedule. Talk soon."
ham,"Hello, Happy birthday! Hope you have a wonderful day, let's catch up for coffee sometime next week if you're free. Best,"
spam,"Dear Winner Invest in Bitcoin today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! Text STOP to unsubscribe (but hurry, offer ends soon)!"
spam,"Limited Time Offer This is your FINAL WARNING. Your bank subscription has expired. Update your billing information now to avoid account closure. For your security, verify now: http://account-verify.example.top"
spam,"ATTENTION We noticed unusual sign-in activity on your account. Verify your identity now or your account will be permanently locked: http://bit.ly/free-cash-now Text STOP to unsubscribe (but hurry, offer ends soon)!"
ham,"Hi all, Your order of laptop has shipped and should arrive by Tuesday. You can track it using the link in your account. Appreciate it."
spam,"Dear Beneficiary Your account will be SUSPENDED unless you verify your password immediately! Click here to confirm your identity: http://claim-your-prize!example!ru/verify Don't delay, click below to proceed!"
spam,"Limited Time Offer Your Amazon Prime password was reset! If this wasn't you, click below immediately to secure your account: http://claim-your-prize!example!ru/verify"
spam,"Dear Beneficiary As the sole heir, you are entitled to a inheritance of $1000 from a distant relative! Reply with your bank details to proceed! Reply IMMEDIATELY to claim!"
ham,"Dear Priya, Here are my notes from today's 1:1 — action items are highlighted at the bottom, due by Thursday. Talk soon."
ham,"Hi Sarah, Happy birthday! Hope you have a wonderful day, let's catch up for coffee sometime next week if you're free. Best,"
ham,"Hi, Happy birthday! Hope you have a wonderful day, let's catch up for coffee sometime next week if you're free. Best,"
ham,"Hey, Loved catching up with you last night! We should plan that trip to Marco's soon, maybe over the long weekend."
ham,"Good morning, Here's the invoice for marketing — total comes to $120. Let me know if you need it in a different format. Appreciate it."
ham,"Good morning, I've attached the design mockups we discussed yesterday. Let me know if you have any questions or need changes before Friday. Appreciate it."
ham,"Hi all, Can you send over your availability for next week? Want to lock in time for the marketing kickoff."
ham,"Hi John, Thanks so much for your help moving last weekend, really appreciate it! Let's grab dinner soon to say thanks properly. Best,"
spam,"GOOD NEWS Lose 15kg in just 2 weeks with this ONE weird trick doctors don't want you to know about! Order your free trial now. Don't delay, click below to proceed."
ham,"Hello, Attaching the contract for tomorrow's 1:1. Let me know if I missed anything before I send it to the client."
spam,"Hi there!!! CLICK HERE to claim your free iPhone 14! Limited stock available, only 3 left, hurry before it's too late!!! This is not a scam, 100% legit and guaranteed!!!"
spam,"CONGRATULATIONS!!! Your computer has a VIRUS! Download our antivirus tool immediately to remove 27 threats detected on your device: http://secure-login-update.example.info 100% risk free, cancel anytime."
spam,"Limited Time Offer Get a pre-approved loan of $250000 with ZERO credit check! Apply now, funds sent within 1 hour, no paperwork required. Don't delay, click below to proceed."
ham,"Hey, Thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Overall looks great! Appreciate it."
ham,"Hi Sarah, Attaching the meeting notes for tomorrow's 1:1. Let me know if I missed anything before I send it to the client."
ham,"Good morning, Here are my notes from today's project review — action items are highlighted at the bottom, due by Friday."
spam,"Hi there!!! Buy cheap Xanax online with 80% discount, no prescription needed! Fast, discreet shipping worldwide. Order now! Don't delay, click below to proceed."
ham,"Hey team, Could you review the pull request I opened this morning? Nothing urgent, just want your eyes on the marketing changes."
spam,FINAL REMINDER URGENT: Your tax refund of $10000 is pending. Submit your social security number and banking info to release the funds. Click here now: http://secure-login-update.example.info
ham,"Hi all, Can we push our client call to Friday? Something came up on my end and I want to make sure I'm fully prepared. Let me know either way."
ham,"Hi Sarah, Attaching the design mockups for tomorrow's project review. Let me know if I missed anything before I send it to the client."
spam,ATTENTION Your computer has a VIRUS! Download our antivirus tool immediately to remove 27 threats detected on your device: http://account-verify!example!top Reply IMMEDIATELY to claim!
ham,"Hello, The quarterly numbers are in — revenue is up 8% from last quarter, details are in the attached spreadsheet. Talk soon."
spam,"You have been selected Buy cheap prescription meds online with 80% discount, no prescription needed! Fast, discreet shipping worldwide! Order now! For your security, verify now: http://bit!ly/free-cash-now"
spam,"GOOD NEWS As the sole heir, you are entitled to a inheritance of $25000 from a distant relative. Reply with your bank details to proceed. Offer expires in 24 hours, act fast!"
ham,"Hi Sarah, Your order of website redesign has shipped and should arrive by Wednesday. You can track it using the link in your account. Thanks!"
ham,"Hi Team, The kids' school project is due on Tuesday, can you pick up some poster board on your way home tonight?"
spam,"Important Update Meet gorgeous women near you tonight! Sign up FREE, no strings attached, thousands of members online right now!!! For your security, verify now: http://claim-your-prize.example.ru/verify"
ham,"Hi all, Could you review the pull request I opened this morning? Nothing urgent, just want your eyes on the marketing changes. Talk soon."
spam,"CONGRATULATIONS!!! Refinance your mortgage today and SAVE thousands! Rates as low as 0.9% APR, approval guaranteed regardless of credit score. Offer expires in 24 hours, act fast!"
spam,"Hello Valued Customer Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!!"
ham,"Good morning, Just a reminder that our budget meeting is scheduled for Wednesday at 11:30 AM. Please let me know if that time doesn't work for you."
spam,ATTENTION Lose 10kg in just 2 weeks with this ONE weird trick doctors don't want you to know about! Order your free trial now. Reply IMMEDIATELY to claim.
spam,Dear Beneficiary This is your FINAL WARNING. Your bank subscription has expired. Update your billing information now to avoid account closure. Click here now: http://bit.ly/free-cash-now
ham,"Hello, The quarterly numbers are in — revenue is up 8% from last quarter, details are in the attached spreadsheet. Let me know either way."
ham,"Hi, Just a reminder that our 1:1 is scheduled for Tuesday at 9:00 AM. Please let me know if that time doesn't work for you. Thanks!"
spam,"URGENT NOTICE Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!! Click here now: http://bit!ly/free-cash-now"
spam,FINAL REMINDER You've been chosen for a FREE cruise to the Bahamas! Just pay a small processing fee of $99 to reserve your spot now.
ham,"Hi Team, Here's the invoice for marketing — total comes to $120. Let me know if you need it in a different format. Thanks!"
ham,"Hi, Just confirming our reservation at that new Italian place for next week at 9:00 AM. Looking forward to seeing everyone! Appreciate it."
spam,Hi there!!! Make $5000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. Click here now: http://secure-login-update.example.info
ham,"Hi Sarah, I've attached the spreadsheet we discussed yesterday. Let me know if you have any questions or need changes before Friday."
ham,"Hi John, I've attached the spreadsheet we discussed yesterday. Let me know if you have any questions or need changes before Friday. Appreciate it."
ham,"Hey team, Just a reminder that our team sync is scheduled for Tuesday at 11:30 AM. Please let me know if that time doesn't work for you. Let me know either way."
ham,"Good morning, Here are my notes from today's client call — action items are highlighted at the bottom, due by Friday."
ham,"Hi, Your order of laptop has shipped and should arrive by Thursday. You can track it using the link in your account."
spam,"Limited Time Offer As the sole heir, you are entitled to a inheritance of $250000 from a distant relative. Reply with your bank details to proceed. Don't delay, click below to proceed."
spam,"Dear Winner Your Netflix password was reset! If this wasn't you, click below immediately to secure your account: http://bit!ly/free-cash-now Offer expires in 24 hours, act fast!"
spam,"GOOD NEWS This is your FINAL WARNING. Your Netflix subscription has expired. Update your billing information now to avoid account closure. Text STOP to unsubscribe (but hurry, offer ends soon)!"
spam,"Limited Time Offer You have WON $1000000 in the Mega Millions Lottery! To claim your prize, click the link below and enter your bank details within 24 hours. Don't delay, click below to proceed."
spam,"Breaking: Earn passive income of $250000/month with our proven system. No skills, no experience, just click below to start earning today! Offer expires in 24 hours, act fast!"
ham,"Hi all, Your order of laptop has shipped and should arrive by next week. You can track it using the link in your account. Best,"
spam,"Dear Beneficiary Meet gorgeous women near you tonight! Sign up FREE, no strings attached, thousands of members online right now!!!"
ham,"Dear Priya, I've attached the contract we discussed yesterday. Let me know if you have any questions or need changes before Friday. Appreciate it."
spam,"You have been selected Your computer has a VIRUS! Download our antivirus tool immediately to remove 27 threats detected on your device: http://secure-login-update.example.info This is not a scam, 100% legit and guaranteed!!!"
spam,"Dear Winner Your package could not be delivered! Pay a redelivery fee of $2!99 immediately or your parcel will be returned: http://account-verify!example!top 100% risk free, cancel anytime!"
ham,"Hi all, Your order of onboarding has shipped and should arrive by Friday. You can track it using the link in your account. Appreciate it."
ham,"Hi John, Here are my notes from today's standup — action items are highlighted at the bottom, due by Friday."
ham,"Dear Priya, Your order of office chairs has shipped and should arrive by next week. You can track it using the link in your account. Let me know either way."
spam,"ATTENTION As the sole heir, you are entitled to a inheritance of $25000 from a distant relative. Reply with your bank details to proceed. This is not a scam, 100% legit and guaranteed!!!"
ham,"Hi, Could you review the pull request I opened this morning? Nothing urgent, just want your eyes on the onboarding changes. Best,"
ham,"Hi Sarah, The quarterly numbers are in — revenue is up 8% from last quarter, details are in the attached spreadsheet. Best,"
ham,"Hi Team, Could you review the pull request I opened this morning? Nothing urgent, just want your eyes on the website redesign changes. Appreciate it."
spam,"Important Update Your account will be SUSPENDED unless you verify your password immediately! Click here to confirm your identity: http://secure-login-update!example!info 100% risk free, cancel anytime!"
spam,"Dear Winner Make $5000 per week working from home! No experience needed! Just send a small registration fee of $49 to get started TODAY! For your security, verify now: http://account-verify!example!top"
ham,"Dear Priya, Happy birthday! Hope you have a wonderful day, let's catch up for coffee sometime next week if you're free. Thanks!"
ham,"Hi Sarah, Great meeting you at the conference! Would love to grab lunch and talk more about the onboarding project sometime."
spam,"FINAL REMINDER CLICK HERE to claim your free iPhone SE! Limited stock available, only 3 left, hurry before it's too late!!! Text STOP to unsubscribe (but hurry, offer ends soon)!"
ham,"Hi John, Can we push our 1:1 to Friday? Something came up on my end and I want to make sure I'm fully prepared."
spam,"URGENT NOTICE You have WON $5000 in the Global Sweepstakes Lottery! To claim your prize, click the link below and enter your bank details within 24 hours. Reply IMMEDIATELY to claim."
spam,"Limited Time Offer Your account will be SUSPENDED unless you verify your password immediately. Click here to confirm your identity: http://claim-your-prize.example.ru/verify This is not a scam, 100% legit and guaranteed!!!"
spam,GOOD NEWS Lose 5kg in just 2 weeks with this ONE weird trick doctors don't want you to know about! Order your free trial now.
spam,Dear Winner Your package could not be delivered. Pay a redelivery fee of $2.99 immediately or your parcel will be returned: http://account-verify.example.top Reply IMMEDIATELY to claim.
ham,"Hey team, Can we push our budget meeting to Thursday? Something came up on my end and I want to make sure I'm fully prepared. Talk soon."
spam,Hello Valued Customer Make $25000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. Reply IMMEDIATELY to claim.
ham,"Hi all, I've attached the proposal we discussed yesterday. Let me know if you have any questions or need changes before Friday. Let me know either way."
ham,"Hey team, Here's the invoice for laptop — total comes to $349.99. Let me know if you need it in a different format. Talk soon."
spam,"Breaking: Buy cheap Viagra online with 80% discount, no prescription needed! Fast, discreet shipping worldwide! Order now! Text STOP to unsubscribe (but hurry, offer ends soon)!"
spam,"Hi there!!! As the sole heir, you are entitled to a inheritance of $5000 from a distant relative. Reply with your bank details to proceed. This is not a scam, 100% legit and guaranteed!!!"
spam,"You have been selected You have WON $10000 in the Euro Millions Lottery! To claim your prize, click the link below and enter your bank details within 24 hours. Reply IMMEDIATELY to claim."
ham,"Dear Priya, Great meeting you at the conference! Would love to grab lunch and talk more about the onboarding project sometime. Appreciate it."
ham,"Dear Priya, Your order of laptop has shipped and should arrive by Monday. You can track it using the link in your account."
spam,"Important Update Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!!"
spam,"You have been selected Your PayPal password was reset. If this wasn't you, click below immediately to secure your account: http://claim-your-prize.example.ru/verify Click here now: http://claim-your-prize.example.ru/verify"
spam,"Limited Time Offer As the sole heir, you are entitled to a inheritance of $5000 from a distant relative. Reply with your bank details to proceed. Click here now: http://account-verify.example.top"
spam,"ATTENTION As the sole heir, you are entitled to a inheritance of $25000 from a distant relative. Reply with your bank details to proceed. 100% risk free, cancel anytime."
spam,"CONGRATULATIONS!!! Your account will be SUSPENDED unless you verify your password immediately. Click here to confirm your identity: http://claim-your-prize.example.ru/verify Limited spots available, don't miss out!"
spam,"ACT NOW Your Apple ID password was reset. If this wasn't you, click below immediately to secure your account: http://bit.ly/free-cash-now This is not a scam, 100% legit and guaranteed!!!"
ham,"Hi all, Just a reminder that our team sync is scheduled for Wednesday at 4:00 PM. Please let me know if that time doesn't work for you."
spam,"CONGRATULATIONS!!! Your Netflix password was reset! If this wasn't you, click below immediately to secure your account: http://bit!ly/free-cash-now Offer expires in 24 hours, act fast!"
ham,"Hi all, Just a reminder that our budget meeting is scheduled for Tuesday at 10:00 AM. Please let me know if that time doesn't work for you. Appreciate it."
ham,"Hey, Just confirming our reservation at the downtown office for Tuesday at 11:30 AM. Looking forward to seeing everyone!"
spam,"URGENT NOTICE Invest in a new crypto token today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! Click here now: http://claim-your-prize!example!ru/verify"
ham,"Hi Team, Happy birthday! Hope you have a wonderful day, let's catch up for coffee sometime next week if you're free."
spam,"Hi there!!! We noticed unusual sign-in activity on your account. Verify your identity now or your account will be permanently locked: http://secure-login-update.example.info Offer expires in 24 hours, act fast!"
spam,"FINAL REMINDER Earn passive income of $250000/month with our proven system. No skills, no experience, just click below to start earning today! Reply IMMEDIATELY to claim."
spam,"GOOD NEWS You have WON $500 in the Global Sweepstakes Lottery! To claim your prize, click the link below and enter your bank details within 24 hours! Limited spots available, don't miss out!"
ham,"Hi Sarah, I've attached the meeting notes we discussed yesterday. Let me know if you have any questions or need changes before Friday. Talk soon."
ham,"Hi Team, Quick question about the onboarding order — did it ship yet? Tracking still shows it's processing."
ham,"Hi, Following up on our call from earlier — I'll send the updated contract by end of day tomorrow. Best,"
ham,"Hi Sarah, Could you review the pull request I opened this morning? Nothing urgent, just want your eyes on the website redesign changes. Best,"
spam,"Dear Winner Make $250000 per week working from home! No experience needed! Just send a small registration fee of $49 to get started TODAY! Offer expires in 24 hours, act fast!"
spam,"Limited Time Offer Refinance your mortgage today and SAVE thousands! Rates as low as 0!9% APR, approval guaranteed regardless of credit score! This is not a scam, 100% legit and guaranteed!!!"
spam,"ATTENTION You have WON $5000 in the Mega Millions Lottery! To claim your prize, click the link below and enter your bank details within 24 hours!"
spam,"You have been selected Your account will be SUSPENDED unless you verify your password immediately. Click here to confirm your identity: http://bit.ly/free-cash-now Don't delay, click below to proceed."
spam,"Hi there!!! Get a pre-approved loan of $1000 with ZERO credit check! Apply now, funds sent within 1 hour, no paperwork required. This is not a scam, 100% legit and guaranteed!!!"
spam,"ATTENTION We noticed unusual sign-in activity on your account. Verify your identity now or your account will be permanently locked: http://account-verify.example.top Don't delay, click below to proceed."
ham,"Hi John, Can we push our budget meeting to Friday? Something came up on my end and I want to make sure I'm fully prepared. Talk soon."
ham,"Hey team, Attaching the proposal for tomorrow's project review. Let me know if I missed anything before I send it to the client."
spam,"Hi there!!! As the sole heir, you are entitled to a inheritance of $5000 from a distant relative. Reply with your bank details to proceed. 100% risk free, cancel anytime."
ham,"Hi John, Great meeting you at the conference! Would love to grab lunch and talk more about the onboarding project sometime."
spam,"Hi there!!! Make $250000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. Text STOP to unsubscribe (but hurry, offer ends soon)!"
ham,"Good morning, Thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Overall looks great! Let me know either way."
spam,"URGENT NOTICE Make $1000000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. This is not a scam, 100% legit and guaranteed!!!"
spam,"Dear Winner Make $1000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. Text STOP to unsubscribe (but hurry, offer ends soon)!"
spam,"ACT NOW CLICK HERE to claim your free iPhone 14! Limited stock available, only 3 left, hurry before it's too late!!!"
ham,"Hi, Just confirming our reservation at Marco's for next week at 4:00 PM. Looking forward to seeing everyone!"
ham,"Hi, Can you send over your availability for next week? Want to lock in time for the office chairs kickoff."
spam,"Dear Beneficiary Your account will be SUSPENDED unless you verify your password immediately. Click here to confirm your identity: http://account-verify.example.top Offer expires in 24 hours, act fast!"
spam,ACT NOW Make $1000000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY.
spam,"URGENT NOTICE URGENT: Your tax refund of $25000 is pending. Submit your social security number and banking info to release the funds. Don't delay, click below to proceed."
ham,"Hello, Attaching the meeting notes for tomorrow's client call. Let me know if I missed anything before I send it to the client."
spam,"Dear Beneficiary Lose 8kg in just 2 weeks with this ONE weird trick doctors don't want you to know about! Order your free trial now. 100% risk free, cancel anytime."
ham,"Hi John, Loved catching up with you last night! We should plan that trip to the downtown office soon, maybe over the long weekend."
spam,"Dear Winner You have WON $5000 in the Global Sweepstakes Lottery! To claim your prize, click the link below and enter your bank details within 24 hours. Reply IMMEDIATELY to claim."
spam,Limited Time Offer Your package could not be delivered! Pay a redelivery fee of $2!99 immediately or your parcel will be returned: http://claim-your-prize!example!ru/verify
spam,"FINAL REMINDER Lose 15kg in just 2 weeks with this ONE weird trick doctors don't want you to know about! Order your free trial now. Text STOP to unsubscribe (but hurry, offer ends soon)!"
ham,"Hey, Great meeting you at the conference! Would love to grab lunch and talk more about the onboarding project sometime. Let me know either way."
ham,"Hey, Attaching the meeting notes for tomorrow's standup. Let me know if I missed anything before I send it to the client. Appreciate it."
ham,"Hi all, Here are my notes from today's standup — action items are highlighted at the bottom, due by Thursday. Let me know either way."
spam,"FINAL REMINDER Invest in Ethereum today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! Text STOP to unsubscribe (but hurry, offer ends soon)!"
ham,"Hello, Just a reminder that our budget meeting is scheduled for Friday at 11:30 AM. Please let me know if that time doesn't work for you."
spam,"Important Update Invest in Bitcoin today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! Don't delay, click below to proceed!"
spam,URGENT NOTICE Make $500 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. Click here now: http://claim-your-prize.example.ru/verify
ham,"Hey team, Attaching the spreadsheet for tomorrow's budget meeting. Let me know if I missed anything before I send it to the client. Let me know either way."
spam,"You have been selected Refinance your mortgage today and SAVE thousands! Rates as low as 0.9% APR, approval guaranteed regardless of credit score. For your security, verify now: http://bit.ly/free-cash-now"
spam,"Dear Beneficiary Buy cheap weight-loss pills online with 80% discount, no prescription needed! Fast, discreet shipping worldwide. Order now! Limited spots available, don't miss out!"
ham,"Hi Sarah, Reminder: your dentist appointment is on next week at 11:30 AM. Call the office if you need to reschedule."
spam,Dear Beneficiary This is your FINAL WARNING. Your Netflix subscription has expired. Update your billing information now to avoid account closure.
spam,"Limited Time Offer Your computer has a VIRUS! Download our antivirus tool immediately to remove 27 threats detected on your device: http://claim-your-prize!example!ru/verify Don't delay, click below to proceed!"
spam,"ACT NOW Invest in a new crypto token today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! This is not a scam, 100% legit and guaranteed!!!"
spam,"FINAL REMINDER Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!!"
spam,"GOOD NEWS Earn passive income of $500/month with our proven system. No skills, no experience, just click below to start earning today! This is not a scam, 100% legit and guaranteed!!!"
spam,"CONGRATULATIONS!!! Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!! Reply IMMEDIATELY to claim!"
spam,"Hello Valued Customer Buy cheap painkillers online with 80% discount, no prescription needed! Fast, discreet shipping worldwide! Order now! Offer expires in 24 hours, act fast!"
spam,"GOOD NEWS Earn passive income of $1000/month with our proven system. No skills, no experience, just click below to start earning today! Don't delay, click below to proceed."
ham,"Hi Team, Could you review the pull request I opened this morning? Nothing urgent, just want your eyes on the laptop changes. Talk soon."
spam,"Breaking: Buy cheap Viagra online with 80% discount, no prescription needed! Fast, discreet shipping worldwide! Order now! Limited spots available, don't miss out!"
spam,"GOOD NEWS URGENT: Your tax refund of $1000000 is pending! Submit your social security number and banking info to release the funds! This is not a scam, 100% legit and guaranteed!!!"
ham,"Hey team, The quarterly numbers are in — revenue is up 8% from last quarter, details are in the attached spreadsheet. Best,"
ham,"Hi all, The kids' school project is due on Thursday, can you pick up some poster board on your way home tonight?"
spam,"GOOD NEWS URGENT: Your tax refund of $1000000 is pending. Submit your social security number and banking info to release the funds. Text STOP to unsubscribe (but hurry, offer ends soon)!"
ham,"Hi Team, Great meeting you at the conference! Would love to grab lunch and talk more about the laptop project sometime. Best,"
ham,"Hi, Can you send over your availability for next week? Want to lock in time for the marketing kickoff."
spam,"Breaking: Get a pre-approved loan of $1000 with ZERO credit check! Apply now, funds sent within 1 hour, no paperwork required."
spam,"CONGRATULATIONS!!! Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!!"
ham,"Dear Priya, Could you review the pull request I opened this morning? Nothing urgent, just want your eyes on the marketing changes. Best,"
spam,"You have been selected Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!! Text STOP to unsubscribe (but hurry, offer ends soon)!"
spam,"Hi there!!! Your package could not be delivered. Pay a redelivery fee of $2.99 immediately or your parcel will be returned: http://claim-your-prize.example.ru/verify For your security, verify now: http://account-verify.example.top"
ham,"Hi Sarah, Following up on our call from earlier — I'll send the updated design mockups by end of day tomorrow. Talk soon."
spam,"URGENT NOTICE Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!! 100% risk free, cancel anytime!"
ham,"Good morning, I've attached the slide deck we discussed yesterday. Let me know if you have any questions or need changes before Friday. Thanks!"
spam,"ATTENTION Meet gorgeous women near you tonight! Sign up FREE, no strings attached, thousands of members online right now!!! 100% risk free, cancel anytime."
ham,"Hello, Following up on our call from earlier — I'll send the updated contract by end of day tomorrow. Talk soon."
spam,"URGENT NOTICE Buy cheap Xanax online with 80% discount, no prescription needed! Fast, discreet shipping worldwide! Order now! Click here now: http://claim-your-prize!example!ru/verify"
spam,"Dear Winner Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!! 100% risk free, cancel anytime!"
ham,"Dear Priya, Could you review the pull request I opened this morning? Nothing urgent, just want your eyes on the office chairs changes."
spam,"FINAL REMINDER Your PayPal password was reset. If this wasn't you, click below immediately to secure your account: http://bit.ly/free-cash-now For your security, verify now: http://secure-login-update.example.info"
spam,"Dear Winner Refinance your mortgage today and SAVE thousands! Rates as low as 0!9% APR, approval guaranteed regardless of credit score! For your security, verify now: http://account-verify!example!top"
ham,"Hi Team, Can we push our standup to Thursday? Something came up on my end and I want to make sure I'm fully prepared. Let me know either way."
ham,"Hey, Your order of office chairs has shipped and should arrive by next week. You can track it using the link in your account. Appreciate it."
ham,"Hi John, Your order of onboarding has shipped and should arrive by Monday. You can track it using the link in your account."
spam,"You have been selected Earn passive income of $25000/month with our proven system. No skills, no experience, just click below to start earning today! Offer expires in 24 hours, act fast!"
ham,"Hi, Quick question about the office chairs order — did it ship yet? Tracking still shows it's processing."
ham,"Hi John, Just a reminder that our team sync is scheduled for Tuesday at 10:00 AM. Please let me know if that time doesn't work for you. Appreciate it."
ham,"Hi John, The kids' school project is due on Wednesday, can you pick up some poster board on your way home tonight? Thanks!"
ham,"Hi, Thanks so much for your help moving last weekend, really appreciate it! Let's grab dinner soon to say thanks properly."
ham,"Hi Team, The kids' school project is due on Monday, can you pick up some poster board on your way home tonight?"
spam,"Hello Valued Customer This is your FINAL WARNING! Your PayPal subscription has expired! Update your billing information now to avoid account closure! Offer expires in 24 hours, act fast!"
ham,"Hey team, Following up on our call from earlier — I'll send the updated meeting notes by end of day tomorrow. Let me know either way."
ham,"Hi, The quarterly numbers are in — revenue is up 8% from last quarter, details are in the attached spreadsheet. Best,"
ham,"Dear Priya, Loved catching up with you last night! We should plan that trip to the lake house soon, maybe over the long weekend."
